"","Parcel.Number","APN","Date.Sold","KIVA.PIN","Address.Number","Street","Street.Type","Combined.Full.Address","City","State","Longitude","Latitude","Land.Bank"
"547","K2012-01023","13720182900000000",2013-08-01,45730,"342","WHITE","AVE","342  N WHITE AVE","Kansas City","Missouri",-94.51185725,39.11559376,"Yes"
"548","K2012-01031","13730070300000000",2013-08-01,46161,"305","BELLAIRE","AVE","305   BELLAIRE AVE","Kansas City","Missouri",-94.51296359,39.11024927,"Yes"
"549","K2012-01037","13730130300000000",2013-08-01,45992,"5915","LEXINGTON","AVE","5915   LEXINGTON AVE","Kansas City","Missouri",-94.51221123,39.10889918,"Yes"
"550","K2012-01050","13810280100000000",2013-08-01,43180,"146","LAWNDALE","AVE","146  N LAWNDALE AVE","Kansas City","Missouri",-94.51540653,39.11403867,"Yes"
"551","K2012-01066","13830310500000000",2013-08-01,44644,"513","VAN BRUNT","BLVD","513   VAN BRUNT BLVD","Kansas City","Missouri",-94.52560069,39.10676979,"Yes"
"552","K2012-01070","13840190400000000",2013-08-01,45117,"5209","SMART","AVE","5209   SMART AVE","Kansas City","Missouri",-94.52058417,39.10876707,"Yes"
"553","K2012-01074","13840260500000000",2013-08-01,45310,"5401","THOMPSON","AVE","5401   THOMPSON AVE","Kansas City","Missouri",-94.51886279,39.1068986,"Yes"
"554","K2012-01078","13840302302000000",2013-08-01,44762,"328","OAKLEY","AVE","328 A  OAKLEY AVE","Kansas City","Missouri",-94.51686824,39.10946772,"Yes"
"555","K2012-01090","13930264400000000",2013-08-01,41142,"2618","AMIE","CT","2618   AMIE CT","Kansas City","Missouri",-94.54995313,39.10869348,"Yes"
"556","K2012-01091","13930265900000000",2013-08-01,41156,"2625","AMIE","CT","2625   AMIE CT","Kansas City","Missouri",-94.54998419,39.10818954,"Yes"
"557","K2012-01119","14930110900000000",2013-08-01,46677,"417","TULLIS","AVE","417   TULLIS AVE","Kansas City","Missouri",-94.48743057,39.108725,"Yes"
"558","K2012-01122","14940111300000000",2013-08-01,46811,"431","WALLACE","AVE","431   WALLACE AVE","Kansas City","Missouri",-94.48284677,39.10806764,"Yes"
"559","K2012-01123","14940111400000000",2013-08-01,46810,"433","WALLACE","AVE","433   WALLACE AVE","Kansas City","Missouri",-94.48285221,39.10797726,"Yes"
"560","K2012-01124","14940121500000000",2013-08-01,46781,"430","WALLACE","AVE","430   WALLACE AVE","Kansas City","Missouri",-94.48351814,39.10802872,"Yes"
"561","K2012-01126","14940210300000000",2013-08-01,46982,"8621","SMART","AVE","8621   SMART AVE","Kansas City","Missouri",-94.4806994,39.10619775,"Yes"
"562","K2012-01130","27310022402000000",2013-08-01,47103,"8808","8TH","ST","8808 A E 8TH ST","Kansas City","Missouri",-94.47861267,39.10114207,"Yes"
"563","K2012-01146","27910070300000000",2013-08-01,47717,"8719","29TH","TER","8719  E 29TH TER","Kansas City","Missouri",-94.48030541,39.06941228,"Yes"
"564","K2012-01150","27940020100000000",2013-08-01,47805,"3100","BOOTH","AVE","3100   BOOTH AVE","Kansas City","Missouri",-94.48432104,39.06727763,"Yes"
"565","K2012-01151","27940081200000000",2013-08-01,47768,"3201","BOOTH","AVE","3201   BOOTH AVE","Kansas City","Missouri",-94.48373293,39.06510489,"Yes"
"566","K2012-01159","28110116600000000",2013-08-01,5142,"804","CAMBRIDGE","AVE","804   CAMBRIDGE AVE","Kansas City","Missouri",-94.50208163,39.10203284,"Yes"
"567","K2012-01160","28110121100000000",2013-08-01,5184,"824","EWING","AVE","824   EWING AVE","Kansas City","Missouri",-94.50324669,39.10128126,"Yes"
"568","K2012-01162","28110151000000000",2013-08-01,5301,"930","EWING","AVE","930   EWING AVE","Kansas City","Missouri",-94.50331179,39.09988617,"Yes"
"569","K2012-01165","28120030700000000",2013-08-01,5383,"611","BEACON","AVE","611   BEACON AVE","Kansas City","Missouri",-94.50822172,39.10412372,"Yes"
"570","K2012-01169","28120141400000000",2013-08-01,5465,"712","FREMONT","AVE","712   FREMONT AVE","Kansas City","Missouri",-94.50776797,39.10308292,"Yes"
"571","K2012-01170","28120161800000000",2013-08-01,5427,"724","BENNINGTON","AVE","724   BENNINGTON AVE","Kansas City","Missouri",-94.5055236,39.10259426,"Yes"
"572","K2012-01173","28120221800000000",2013-08-01,5559,"812","WHEELING","AVE","812   WHEELING AVE","Kansas City","Missouri",-94.51071173,39.10191076,"Yes"
"573","K2012-01175","28120281400000000",2013-08-01,5874,"6203","10TH","ST","6203  E 10TH ST","Kansas City","Missouri",-94.50955407,39.09999875,"Yes"
"574","K2012-01182","28120401000000000",2013-08-01,5714,"5823","PEERY","AVE","5823   PEERY AVE","Kansas City","Missouri",-94.51309834,39.09824317,"Yes"
"575","K2012-01186","28130012500000000",2013-08-01,6069,"6434","12TH","TER","6434  E 12TH TER","Kansas City","Missouri",-94.50637128,39.09675506,"Yes"
"576","K2012-01189","28130072200000000",2013-08-01,6120,"6222","13TH","ST","6222  E 13TH ST","Kansas City","Missouri",-94.50898444,39.09591878,"Yes"
"577","K2012-01192","28130100600000000",2013-08-01,6197,"6225","13TH","ST","6225  E 13TH ST","Kansas City","Missouri",-94.50887085,39.09540025,"Yes"
"578","K2012-01196","28130162400000000",2013-08-01,6269,"1408","BENNINGTON","AVE","1408   BENNINGTON AVE","Kansas City","Missouri",-94.5058378,39.09430681,"Yes"
"579","K2012-01197","28130171700000000",2013-08-01,6651,"6434","15TH","TER","6434  E 15TH TER","Kansas City","Missouri",-94.50630729,39.09306224,"Yes"
"580","K2012-01199","28130182100000000",2013-08-01,6712,"6210","15TH","TER","6210  E 15TH TER","Kansas City","Missouri",-94.50968386,39.09314866,"Yes"
"581","K2012-01205","28130242600000000",2013-08-01,6687,"6430","16TH","ST","6430  E 16TH ST","Kansas City","Missouri",-94.50646311,39.092193,"Yes"
"582","K2012-01206","28130242700000000",2013-08-01,6686,"6436","16TH","ST","6436  E 16TH ST","Kansas City","Missouri",-94.50635301,39.09219002,"Yes"
"583","K2012-01208","28130281100000000",2013-08-01,6511,"5813","16TH","ST","5813  E 16TH ST","Kansas City","Missouri",-94.51404524,39.09189505,"Yes"
"584","K2012-01212","28140042300000000",2013-08-01,6944,"6838","12TH","TER","6838  E 12TH TER","Kansas City","Missouri",-94.50151103,39.0966102,"Yes"
"585","K2012-01217","28140261800000000",2013-08-01,7328,"1646","BRISTOL","AVE","1646   BRISTOL AVE","Kansas City","Missouri",-94.50038176,39.09063517,"Yes"
"586","K2012-01230","28220013500000000",2013-08-01,7765,"4808","6TH","ST","4808  E 6TH ST","Kansas City","Missouri",-94.52512776,39.10473832,"Yes"
"587","K2012-01231","28220051200000000",2013-08-01,8140,"619","SPRUCE","AVE","619   SPRUCE AVE","Kansas City","Missouri",-94.53122791,39.10475633,"Yes"
"588","K2012-01232","28220051500000000",2013-08-01,8143,"625","SPRUCE","AVE","625   SPRUCE AVE","Kansas City","Missouri",-94.5312381,39.10455116,"Yes"
"589","K2012-01233","28220053200000000",2013-08-01,8145,"629","SPRUCE","AVE","629   SPRUCE AVE","Kansas City","Missouri",-94.53124487,39.10441437,"Yes"
"590","K2012-01234","28220053300000000",2013-08-01,8144,"627","SPRUCE","AVE","627   SPRUCE AVE","Kansas City","Missouri",-94.53124149,39.10448277,"Yes"
"591","K2012-01235","28220091100000000",2013-08-01,8153,"715","SPRUCE","AVE","715   SPRUCE AVE","Kansas City","Missouri",-94.53128186,39.10366323,"Yes"
"592","K2012-01244","28220282000000000",2013-08-01,8347,"4402","CLOON","AVE","4402   CLOON AVE","Kansas City","Missouri",-94.53003093,39.10028813,"Yes"
"593","K2012-01246","28230013501000000",2013-08-01,8453,"1301","KENSINGTON","AVE","1301   KENSINGTON AVE","Kansas City","Missouri",-94.53039906,39.09662475,"Yes"
"594","K2012-01249","28230101900000000",2013-08-01,8668,"1530","LISTER","AVE","1530   LISTER AVE","Kansas City","Missouri",-94.52708181,39.09300523,"Yes"
"595","K2012-01250","28230121500000000",2013-08-01,8617,"1540","ELMWOOD","AVE","1540   ELMWOOD AVE","Kansas City","Missouri",-94.52924814,39.0926705,"Yes"
"596","K2012-01252","28230140800000000",2013-08-01,8547,"1521","SPRUCE","AVE","1521   SPRUCE AVE","Kansas City","Missouri",-94.53187056,39.09326658,"Yes"
"597","K2012-01254","28230172700000000",2013-08-01,8567,"1614","KENSINGTON","AVE","1614   KENSINGTON AVE","Kansas City","Missouri",-94.53144925,39.09201264,"Yes"
"598","K2012-01264","28240020600000000",2013-08-01,8941,"5601","12TH","ST","5601  E 12TH ST","Kansas City","Missouri",-94.51672224,39.09741917,"Yes"
"599","K2012-01266","28240070800000000",2013-08-01,9097,"1209","DENVER","AVE","1209   DENVER AVE","Kansas City","Missouri",-94.52179023,39.09729819,"Yes"
"600","K2012-01270","28240083400000000",2013-08-01,9071,"1416","DENVER","AVE","1416   DENVER AVE","Kansas City","Missouri",-94.52253387,39.09518822,"Yes"
"601","K2012-01271","28240120600000000",2013-08-01,9300,"1513","OAKLEY","AVE","1513   OAKLEY AVE","Kansas City","Missouri",-94.51669974,39.09343943,"Yes"
"602","K2012-01275","28240222802000000",2013-08-01,247794,"1657","OAKLEY","AVE","1657   OAKLEY AVE","Kansas City","Missouri",-94.51682044,39.09075058,"Yes"
"603","K2012-01276","28310031100000000",2013-08-01,9452,"3812","6TH","ST","3812  E 6TH ST","Kansas City","Missouri",-94.53662489,39.10520499,"Yes"
"604","K2012-01281","28310072300000000",2013-08-01,9654,"628","CLEVELAND","AVE","628   CLEVELAND AVE","Kansas City","Missouri",-94.53762218,39.10455943,"Yes"
"605","K2012-01300","28310291300000000",2013-08-01,10219,"3814","11TH","ST","3814  E 11TH ST","Kansas City","Missouri",-94.53676751,39.09977905,"Yes"
"606","K2012-01302","28310321500000000",2013-08-01,10199,"1031","MYRTLE","AVE","1031   MYRTLE AVE","Kansas City","Missouri",-94.53562545,39.09964236,"Yes"
"607","K2012-01306","28320080700000000",2013-08-01,10321,"3225","6TH","ST","3225  E 6TH ST","Kansas City","Missouri",-94.5427234,39.10484597,"Yes"
"608","K2012-01308","28320121100000000",2013-08-01,10590,"2625","7TH","ST","2625  E 7TH ST","Kansas City","Missouri",-94.54991906,39.10417727,"Yes"
"609","K2012-01315","28320210100000000",2013-08-01,10807,"902","CHESTNUT","AVE","902   CHESTNUT AVE","Kansas City","Missouri",-94.54927858,39.10223691,"Yes"
"610","K2012-01316","28320212300000000",2013-08-01,10808,"906","CHESTNUT","AVE","906   CHESTNUT AVE","Kansas City","Missouri",-94.54928658,39.1020665,"Yes"
"611","K2012-01317","28320261100000000",2013-08-01,10928,"3215","10TH","ST","3215  E 10TH ST","Kansas City","Missouri",-94.54358044,39.10103682,"Yes"
"612","K2012-01318","28320282501000000",2013-08-01,252604,"3113","11TH","ST","3113  E 11TH ST","Kansas City","Missouri",-94.54505433,39.10016861,"Yes"
"613","K2012-01329","28340030600000000",2013-08-01,11296,"3808","12TH","TER","3808  E 12TH TER","Kansas City","Missouri",-94.53720548,39.09776512,"Yes"
"614","K2012-01330","28340050900000000",2013-08-01,11356,"1223","ASKEW","AVE","1223   ASKEW AVE","Kansas City","Missouri",-94.53962343,39.09754857,"Yes"
"615","K2012-01336","28410230200000000",2013-08-01,15150,"3715","21ST","ST","3715  E 21ST ST","Kansas City","Missouri",-94.5386527,39.08608109,"Yes"
"616","K2012-01346","28420185200000000",2013-08-01,15592,"2014","AGNES","AVE","2014   AGNES AVE","Kansas City","Missouri",-94.54765419,39.08752125,"Yes"
"617","K2012-01348","28420210600000000",2013-08-01,15458,"1921","PROSPECT","AVE","1921   PROSPECT AVE","Kansas City","Missouri",-94.55159141,39.08858627,"Yes"
"618","K2012-01351","28420261200000000",2013-08-01,15847,"3214","20TH","TER","3214  E 20TH TER","Kansas City","Missouri",-94.54485385,39.08745831,"Yes"
"619","K2012-01352","28420261400000000",2013-08-01,15845,"3218","20TH","TER","3218  E 20TH TER","Kansas City","Missouri",-94.5446207,39.0874516,"Yes"
"620","K2012-01353","28420261500000000",2013-08-01,15846,"3216","20TH","TER","3216  E 20TH TER","Kansas City","Missouri",-94.54473632,39.08745491,"Yes"
"621","K2012-01359","28420291200000000",2013-08-01,15863,"3214","21ST","ST","3214  E 21ST ST","Kansas City","Missouri",-94.54501632,39.08669042,"Yes"
"622","K2012-01367","28420422800000000",2013-08-01,15792,"2208","WALROND","AVE","2208   WALROND AVE","Kansas City","Missouri",-94.54603176,39.08496257,"Yes"
"623","K2012-01377","28430031200000000",2013-08-01,15918,"2327","BELLEFONTAINE","AVE","2327   BELLEFONTAINE AVE","Kansas City","Missouri",-94.54622037,39.08329248,"Yes"
"624","K2012-01378","28430032600000000",2013-08-01,15904,"2306","WALROND","AVE","2306   WALROND AVE","Kansas City","Missouri",-94.54588944,39.08398883,"Yes"
"625","K2012-01385","28430111100000000",2013-08-01,16378,"2423","CHESTNUT","AVE","2423   CHESTNUT AVE","Kansas City","Missouri",-94.5496323,39.08211473,"Yes"
"626","K2012-01390","28430170100000000",2013-08-01,16076,"3319","24TH","TER","3319  E 24TH TER","Kansas City","Missouri",-94.5433455,39.08158584,"Yes"
"627","K2012-01392","28430170500000000",2013-08-01,16084,"3311","24TH","TER","3311  E 24TH TER","Kansas City","Missouri",-94.54391471,39.08153975,"Yes"
"628","K2012-01393","28430180700000000",2013-08-01,16104,"3305","MOULTON","AVE","3305   MOULTON AVE","Kansas City","Missouri",-94.54417493,39.08091945,"Yes"
"629","K2012-01397","28430260100000000",2013-08-01,16569,"2619","25TH","ST","2619  E 25TH ST","Kansas City","Missouri",-94.55133952,39.08053417,"Yes"
"630","K2012-01405","28430321100000000",2013-08-01,16788,"2515","WALROND","AVE","2515   WALROND AVE","Kansas City","Missouri",-94.54545544,39.0799116,"Yes"
"631","K2012-01411","28430360300000000",2013-08-01,16808,"3215","26TH","TER","3215  E 26TH TER","Kansas City","Missouri",-94.54531556,39.07772375,"Yes"
"632","K2012-01415","28430371600000000",2013-08-01,16764,"2623","BELLEFONTAINE","AVE","2623   BELLEFONTAINE AVE","Kansas City","Missouri",-94.5462303,39.07787389,"Yes"
"633","K2012-01418","28430391900000000",2013-08-01,16500,"2632","AGNES","AVE","2632   AGNES AVE","Kansas City","Missouri",-94.54810227,39.07754292,"Yes"
"634","K2012-01421","28430422800000000",2013-08-01,16417,"2616","MONTGALL","AVE","2616   MONTGALL AVE","Kansas City","Missouri",-94.55157987,39.07820855,"Yes"
"635","K2012-01430","28440120800000000",2013-08-01,16915,"2421","CLEVELAND","AVE","2421   CLEVELAND AVE","Kansas City","Missouri",-94.53806263,39.08140164,"Yes"
"636","K2012-01432","28440160300000000",2013-08-01,17227,"2456","CLEVELAND","AVE","2456   CLEVELAND AVE","Kansas City","Missouri",-94.53880737,39.08059056,"Yes"
"637","K2012-01434","28440210900000000",2013-08-01,17444,"2509","BALES","AVE","2509   BALES AVE","Kansas City","Missouri",-94.54168081,39.07993333,"Yes"
"638","K2012-01435","28440212000000000",2013-08-01,17311,"3500","26TH","ST","3500  E 26TH ST","Kansas City","Missouri",-94.54188783,39.07869609,"Yes"
"639","K2012-01441","28440222600000000",2013-08-01,17335,"2536","MONROE","AVE","2536   MONROE AVE","Kansas City","Missouri",-94.54007837,39.07894689,"Yes"
"640","K2012-01448","28440321700000000",2013-08-01,17294,"2637","MONROE","AVE","2637   MONROE AVE","Kansas City","Missouri",-94.53953795,39.07705307,"Yes"
"641","K2012-01452","28440330800000000",2013-08-01,17358,"2605","ASKEW","AVE","2605   ASKEW AVE","Kansas City","Missouri",-94.54068443,39.07824597,"Yes"
"642","K2012-01490","28520283200000000",2013-08-01,18652,"2010","SPRUCE","AVE","2010   SPRUCE AVE","Kansas City","Missouri",-94.53283128,39.08682215,"Yes"
"643","K2012-01492","28520350600000000",2013-08-01,18828,"2017","CHELSEA","AVE","2017   CHELSEA AVE","Kansas City","Missouri",-94.5261482,39.08645231,"Yes"
"644","K2012-01501","28520441600000000",2013-08-01,18536,"2250","SPRUCE","AVE","2250   SPRUCE AVE","Kansas City","Missouri",-94.53297207,39.0840697,"Yes"
"645","K2012-01502","28530010600000000",2013-08-01,18995,"2315","POPLAR","AVE","2315   POPLAR AVE","Kansas City","Missouri",-94.52529497,39.08299419,"Yes"
"646","K2012-01504","28530012300000000",2013-08-01,18979,"2310","BRIGHTON","AVE","2310   BRIGHTON AVE","Kansas City","Missouri",-94.52486412,39.08297977,"Yes"
"647","K2012-01506","28530020700000000",2013-08-01,19020,"2317","CHELSEA","AVE","2317   CHELSEA AVE","Kansas City","Missouri",-94.52632551,39.0829188,"Yes"
"648","K2012-01507","28530040900000000",2013-08-01,19066,"2329","LAWN","AVE","2329   LAWN AVE","Kansas City","Missouri",-94.52833367,39.08267026,"Yes"
"649","K2012-01509","28530061700000000",2013-08-01,19471,"4500","24TH","ST","4500  E 24TH ST","Kansas City","Missouri",-94.5304425,39.08238269,"Yes"
"650","K2012-01513","28530091100000000",2013-08-01,19287,"2325","JACKSON","AVE","2325   JACKSON AVE","Kansas City","Missouri",-94.53347742,39.08279184,"Yes"
"651","K2012-01515","28530103300000000",2013-08-01,19390,"2418","SPRUCE","AVE","2418   SPRUCE AVE","Kansas City","Missouri",-94.53309606,39.08150802,"Yes"
"652","K2012-01516","28530113700000000",2013-08-01,19332,"2404","KENSINGTON","AVE","2404   KENSINGTON AVE","Kansas City","Missouri",-94.53202919,39.08188408,"Yes"
"653","K2012-01517","28530120700000000",2013-08-01,19346,"2423","KENSINGTON","AVE","2423   KENSINGTON AVE","Kansas City","Missouri",-94.53145788,39.08129472,"Yes"
"654","K2012-01519","28530130600000000",2013-08-01,19373,"2421","CYPRESS","AVE","2421   CYPRESS AVE","Kansas City","Missouri",-94.53043672,39.08136642,"Yes"
"655","K2012-01520","28530151700000000",2013-08-01,19151,"2437","LAWN","AVE","2437   LAWN AVE","Kansas City","Missouri",-94.52834396,39.08086485,"Yes"
"656","K2012-01524","28530165300000000",2013-08-01,19759,"2508","CHELSEA","AVE","2508   CHELSEA AVE","Kansas City","Missouri",-94.52699202,39.07952206,"Yes"
"657","K2012-01534","28530220200000000",2013-08-01,19679,"4309","25TH","ST","4309  E 25TH ST","Kansas City","Missouri",-94.53243961,39.0799359,"Yes"
"658","K2012-01541","28530320100000000",2013-08-01,19766,"2600","BRIGHTON","AVE","2600   BRIGHTON AVE","Kansas City","Missouri",-94.52508814,39.07786402,"Yes"
"659","K2012-01543","28540010400000000",2013-08-01,20114,"5701","23RD","ST","5701  E 23RD ST","Kansas City","Missouri",-94.51617748,39.08287475,"Yes"
"660","K2012-01544","28540011400000000",2013-08-01,20143,"2348","TOPPING","AVE","2348   TOPPING AVE","Kansas City","Missouri",-94.51572653,39.08143634,"Yes"
"661","K2012-01550","28540072300000000",2013-08-01,20325,"2328","DENVER","AVE","2328   DENVER AVE","Kansas City","Missouri",-94.52258943,39.08237647,"Yes"
"662","K2012-01555","28540101600000000",2013-08-01,20271,"2431","QUINCY","AVE","2431   QUINCY AVE","Kansas City","Missouri",-94.52316726,39.08056761,"Yes"
"663","K2012-01559","28540110900000000",2013-08-01,20249,"2413","DENVER","AVE","2413   DENVER AVE","Kansas City","Missouri",-94.52205238,39.08110667,"Yes"
"664","K2012-01563","28540130600000000",2013-08-01,20029,"2415","HARDESTY","AVE","2415   HARDESTY AVE","Kansas City","Missouri",-94.51970501,39.08074614,"Yes"
"665","K2012-01570","28540210100000000",2013-08-01,20439,"2600","COLORADO","AVE","2600   COLORADO AVE","Kansas City","Missouri",-94.52167731,39.07779016,"Yes"
"666","K2012-01576","28610033201000000",2013-08-01,228045,"7119","17TH","ST","7119  E 17TH ST","Kansas City","Missouri",-94.49912892,39.08967841,"Yes"
"667","K2012-01578","28610121700000000",2013-08-01,21007,"1822","WINCHESTER","AVE","1822   WINCHESTER AVE","Kansas City","Missouri",-94.50166943,39.08719169,"Yes"
"668","K2012-01579","28610121800000000",2013-08-01,21006,"1816","WINCHESTER","AVE","1816   WINCHESTER AVE","Kansas City","Missouri",-94.50165674,39.0875183,"Yes"
"669","K2012-01581","28610130800000000",2013-08-01,20852,"1825","WINCHESTER","AVE","1825   WINCHESTER AVE","Kansas City","Missouri",-94.50101253,39.08706983,"Yes"
"670","K2012-01586","28720040300000000",2013-08-01,21259,"2815","TOPPING","AVE","2815   TOPPING AVE","Kansas City","Missouri",-94.51540448,39.07399808,"Yes"
"671","K2012-01591","28810021800000000",2013-08-01,21491,"5442","27TH","TER","5442  E 27TH TER","Kansas City","Missouri",-94.51829862,39.07548375,"Yes"
"672","K2012-01592","28810022100000000",2013-08-01,21493,"5434","27TH","TER","5434  E 27TH TER","Kansas City","Missouri",-94.51858044,39.07549237,"Yes"
"673","K2012-01602","28810090500000000",2013-08-01,21806,"5223","28TH","ST","5223  E 28TH ST","Kansas City","Missouri",-94.52189503,39.07396551,"Yes"
"674","K2012-01603","28810091700000000",2013-08-01,21799,"5206","28TH","TER","5206  E 28TH TER","Kansas City","Missouri",-94.52247703,39.07357731,"Yes"
"675","K2012-01609","28810111600000000",2013-08-01,21536,"5610","28TH","ST","5610  E 28TH ST","Kansas City","Missouri",-94.51744854,39.07473213,"Yes"
"676","K2012-01612","28810140600000000",2013-08-01,21609,"5421","BONITA","AVE","5421   BONITA AVE","Kansas City","Missouri",-94.51937061,39.07364923,"Yes"
"677","K2012-01619","28810170300000000",2013-08-01,21656,"5439","28TH","TER","5439  E 28TH TER","Kansas City","Missouri",-94.51855753,39.07289797,"Yes"
"678","K2012-01621","28810180500000000",2013-08-01,21828,"5229","28TH","TER","5229  E 28TH TER","Kansas City","Missouri",-94.52159151,39.07305111,"Yes"
"679","K2012-01624","28810251900000000",2013-08-01,249046,"5625","29TH","TER","5625  E 29TH TER","Kansas City","Missouri",-94.51717766,39.0713978,"Yes"
"680","K2012-01625","28810311300000000",2013-08-01,21911,"2931","BRIGHTON","AVE","2931   BRIGHTON AVE","Kansas City","Missouri",-94.52467722,39.07142853,"Yes"
